symbol,sector,industry_group,industry,sub_industry,name,index
RXO,Industrials,,,Cargo Ground Transportation,"RXO, Inc.",sp600
SAFE,Real Estate,,,Other Specialized REITs,"Safehold, Inc.",sp600
SABR,Consumer Discretionary,,,"Hotels, Resorts & Cruise Lines",Sabre,sp600
SAFT,Financials,,,Property & Casualty Insurance,"Safety Insurance Group, Inc.",sp600
SAH,Consumer Discretionary,,,Automotive Retail,"Sonic Automotive, Inc.",sp600
SBCF,Financials,,,Regional Banks,Seacoast Banking Corporation of Florida,sp600
SBH,Consumer Discretionary,,,Specialty Stores,"Sally Beauty Holdings, Inc.",sp600
SBSI,Financials,,,Regional Banks,"Southside Bancshares, Inc.",sp600
SCHL,Consumer Discretionary,,,Publishing,Scholastic Corporation,sp600
SCL,Materials,,,Specialty Chemicals,Stepan Company,sp600
SCSC,Information Technology,,,Technology Distributors,"ScanSource, Inc.",sp600
SDGR,Health Care,,,Health Care Services,"Schrödinger, Inc.",sp600
SEDG,Information Technology,,,Semiconductor Materials & Equipment,SolarEdge,sp600
SEM,Health Care,,,Health Care Facilities,"Select Medical Holdings, Corp.",sp600
SEZL,Financials,,,Transaction & Payment Processing Services,Sezzle,sp600
SFBS,Financials,,,Regional Banks,"ServisFirst Bancshares, Inc.",sp600
SFNC,Financials,,,Regional Banks,Simmons First National Corporation,sp600
SHAK,Consumer Discretionary,,,Restaurants,"Shake Shack, Inc.",sp600
SHEN,Communication Services,,,Wireless Telecommunication Services,Shenandoah Telecommunications Co,sp600
SHO,Real Estate,,,Hotel & Resort REITs,"Sunstone Hotel Investors, Inc.",sp600
SHOO,Consumer Discretionary,,,Footwear,"Steven Madden, Ltd.",sp600
SIG,Consumer Discretionary,,,Specialty Stores,Signet Jewelers,sp600
SKT,Real Estate,,,Retail REITs,"Tanger Factory Outlet Centers, Inc.",sp600
SKY,Consumer Discretionary,,,Homebuilding,"Champion Homes, Inc.",sp600
SKYW,Industrials,,,Passenger Airlines,"SkyWest, Inc.",sp600
SLG,Real Estate,,,Office REITs,SL Green Realty,sp600
SLVM,Materials,,,Paper Products,Sylvamo Corp.,sp600
SM,Energy,,,Oil & Gas Exploration & Production,SM Energy Company,sp600
SMP,Consumer Discretionary,,,Automotive Parts & Equipment,"Standard Motor Products, Inc.",sp600
SMPL,Consumer Staples,,,Packaged Foods & Meats,Simply Good Foods Company,sp600
SNDR,Industrials,,,Cargo Ground Transportation,Schneider National,sp600
SNEX,Financials,,,Investment Banking & Brokerage,StoneX Group Inc.,sp600
SONO,Consumer Discretionary,,,Consumer Electronics,"Sonos, Inc.",sp600
SPHR,Communication Services,,,Movies & Entertainment,Sphere Entertainment,sp600
SPNT,Financials,,,Reinsurance,SiriusPoint Ltd.,sp600
SPSC,Information Technology,,,Application Software,"SPS Commerce, Inc.",sp600
SRPT,Health Care,,,Biotechnology,Sarepta Therapeutics,sp600
STAA,Health Care,,,Health Care Equipment,STAAR Surgical Company,sp600
STBA,Financials,,,Regional Banks,"S&T Bancorp, Inc.",sp600
STC,Financials,,,Property & Casualty Insurance,Stewart Information Services Corporation,sp600
STEL,Financials,,,Regional Banks,"Stellar Bancorp, Inc.",sp600
STEP,Financials,,,Asset Management & Custody Banks,StepStone Group,sp600
STRA,Consumer Discretionary,,,Education Services,"Strategic Education, Inc.",sp600
SUPN,Health Care,,,Pharmaceuticals,"Supernus Pharmaceuticals, Inc.",sp600
SXI,Industrials,,,Industrial Machinery & Supplies & Components,Standex International Corporation,sp600
SXT,Materials,,,Specialty Chemicals,Sensient Technologies,sp600
TALO,Energy,,,Oil & Gas Exploration & Production,"Talos Energy, Inc.",sp600
TBBK,Financials,,,Regional Banks,"The Bancorp, Inc.",sp600
TDC,Information Technology,,,IT Consulting & Other Services,Teradata,sp600
TDS,Communication Services,,,Integrated Telecommunication Services,"Telephone and Data Systems, Inc.",sp600
TDW,Energy,,,Oil & Gas Equipment & Services,"Tidewater, Inc.",sp600
TFIN,Financials,,,Regional Banks,"Triumph Bancorp, Inc.",sp600
TFX,Health Care,,,Health Care Equipment,Teleflex,sp600
TGTX,Health Care,,,Biotechnology,"TG Therapeutics, Inc.",sp600
THRM,Consumer Discretionary,,,Automotive Parts & Equipment,Gentherm Incorporated,sp600
TILE,Industrials,,,Office Services & Supplies,"Interface, Inc.",sp600
TMDX,Health Care,,,Health Care Equipment,"TransMedics Group, Inc.",sp600
TMP,Financials,,,Regional Banks,Tompkins Financial Corporation,sp600
TNC,Industrials,,,Industrial Machinery & Supplies & Components,Tennant Company,sp600
TNDM,Health Care,,,Health Care Equipment,Tandem Diabetes Care,sp600
TR,Consumer Staples,,,Packaged Foods & Meats,"Tootsie Roll Industries, Inc.",sp600
TRIP,Communication Services,,,Interactive Media & Services,TripAdvisor,sp600
TRMK,Financials,,,Regional Banks,Trustmark Corp.,sp600
TRN,Industrials,,,Construction Machinery & Heavy Transportation Equipment,"Trinity Industries, Inc.",sp600
TRNO,Real Estate,,,Industrial REITs,Terreno Realty Corporation,sp600
TRST,Financials,,,Regional Banks,TrustCo Bank Corp NY,sp600
TRUP,Financials,,,Life & Health Insurance,Trupanion,sp600
TWO,Financials,,,Mortgage REITs,Two Harbors Investment Corp.,sp600
UA,Consumer Discretionary,,,"Apparel, Accessories & Luxury Goods",Under Armour (Class C),sp600
UAA,Consumer Discretionary,,,"Apparel, Accessories & Luxury Goods",Under Armour (Class A),sp600
UCB,Financials,,,Regional Banks,"United Community Banks, Inc.",sp600
UCTT,Information Technology,,,Semiconductor Materials & Equipment,"Ultra Clean Holdings, Inc.",sp600
UE,Real Estate,,,Retail REITs,Urban Edge Properties,sp600
UFCS,Financials,,,Property & Casualty Insurance,"United Fire Group, Inc.",sp600
UFPT,Health Care,,,Health Care Equipment,"UFP Technologies, Inc.",sp600
UHT,Real Estate,,,Health Care REITs,Universal Health Realty Income Trust,sp600
UNF,Industrials,,,Diversified Support Services,UniFirst Corporation,sp600
UNFI,Consumer Staples,,,Food Retail,United Natural Foods Inc,sp600
UNIT,Communication Services,,,Alternative Carriers,Uniti Group,sp600
UPBD,Consumer Discretionary,,,Computer & Electronics Retail,"Upbound Group, Inc.",sp600
UPWK,Industrials,,,Human Resource & Employment Services,"Upwork, Inc.",sp600
URBN,Consumer Discretionary,,,Apparel Retail,"Urban Outfitters, Inc.",sp600
USPH,Health Care,,,Health Care Facilities,"U.S. Physical Therapy, Inc.",sp600
UTI,Consumer Discretionary,,,Education Services,Universal Technical Institute,sp600
UTL,Utilities,,,Electric Utilities,Unitil Corporation,sp600
UVV,Consumer Staples,,,Tobacco,Universal Corporation,sp600
VAC,Consumer Discretionary,,,"Hotels, Resorts & Cruise Lines",Marriott Vacations Worldwide,sp600
VCEL,Health Care,,,Biotechnology,Vericel,sp600
VCTR,Financials,,,Asset Management & Custody Banks,"Victory Capital Holdings, Inc.",sp600
VCYT,Health Care,,,Health Care Services,"Veracyte, Inc.",sp600
VECO,Information Technology,,,Semiconductor Materials & Equipment,Veeco Instruments Inc.,sp600
VGNT,Consumer Discretionary,,,Other Specialty Retail,Versigent PLC,sp600
VIR,Health Care,,,Biotechnology,"Vir Biotechnology, Inc.",sp600
VIRT,Financials,,,Financial Exchanges & Data,"Virtu Financial, Inc.",sp600
VITL,Consumer Staples,,,Agricultural Products & Services,"Vital Farms, Inc.",sp600
VRRM,Industrials,,,Data Processing & Outsourced Services,Verra Mobility Corporation,sp600
VRTS,Financials,,,Asset Management & Custody Banks,"Virtus Investment Partners, Inc.",sp600
VSAT,Information Technology,,,Communications Equipment,"Viasat, Inc.",sp600
VSEC,Industrials,,,Aerospace & Defense,VSE Corporation,sp600
VSH,Information Technology,,,Electronic Components,Vishay Intertechnology,sp600
VSNT,Communication Services,,,Cable & Satellite,"Versant Media Group, Inc.",sp600
VSTS,Industrials,,,Diversified Support Services,Vestis,sp600
VSXY,Consumer Discretionary,,,Apparel Retail,Victoria's Secret,sp600
VTOL,Energy,,,Oil & Gas Equipment & Services,Bristow Group Inc.,sp600
VYX,Information Technology,,,IT Consulting & Other Services,NCR Voyix,sp600
WABC,Financials,,,Regional Banks,Westamerica Bank,sp600
WAFD,Financials,,,Regional Banks,"WaFd, Inc.",sp600
WAY,Health Care,,,Health Care Technology,Waystar Holding Corp,sp600
WD,Financials,,,Commercial & Residential Mortgage Finance,"Walker & Dunlop, Inc.",sp600
WDFC,Consumer Staples,,,Household Products,WD-40 Company,sp600
WEN,Consumer Discretionary,,,Restaurants,The Wendy's Company,sp600
WERN,Industrials,,,Cargo Ground Transportation,Werner Enterprises,sp600
WGO,Consumer Discretionary,,,Automobile Manufacturers,"Winnebago Industries, Inc.",sp600
WHD,Energy,,,Oil & Gas Equipment & Services,"Cactus, Inc.",sp600
WINA,Consumer Discretionary,,,Other Specialty Retail,Winmark,sp600
WKC,Energy,,,Oil & Gas Refining & Marketing,World Kinect Corporation,sp600
WLY,Communication Services,,,Publishing,John Wiley & Sons,sp600
WOR,Industrials,,,Building Products,Worthington Enterprises,sp600
WRLD,Financials,,,Consumer Finance,World Acceptance Corporation,sp600
WS,Materials,,,Steel,Worthington Steel,sp600
WSC,Industrials,,,Office Services & Supplies,WillScot Holdings Corp.,sp600
WSFS,Financials,,,Regional Banks,WSFS Financial Corporation,sp600
WSR,Real Estate,,,Retail REITs,Whitestone REIT,sp600
WT,Financials,,,Asset Management & Custody Banks,"WisdomTree Investments, Inc.",sp600
WU,Financials,,,Transaction & Payment Processing Services,Western Union,sp600
WWW,Consumer Discretionary,,,Footwear,"Wolverine World Wide, Inc.",sp600
XHR,Real Estate,,,Hotel & Resort REITs,"Xenia Hotels & Resorts, Inc.",sp600
XNCR,Health Care,,,Biotechnology,Xencor Inc,sp600
XPEL,Consumer Discretionary,,,Automotive Parts & Equipment,"XPEL, Inc.",sp600
YELP,Communication Services,,,Interactive Media & Services,"Yelp, Inc.",sp600
YOU,Information Technology,,,Application Software,"Clear Secure, Inc.",sp600
ZD,Communication Services,,,Advertising,Ziff Davis,sp600
ZWS,Industrials,,,Industrial Machinery & Supplies & Components,Zurn Elkay Water Solutions Corp.,sp600
